Time,X-Gyro,Y-Gyro,Z-Gyro,X-Accel,Y-Accel,Z-Accel
3.892,-3796.00,2288.00,-17388.00,7345.00,-16126.00,-934.00
3.996,4904.00,5364.00,-27808.00,32767.00,59.00,-32768.00
4.100,-21968.00,-10800.00,2808.00,1754.00,-888.00,32767.00
4.204,-1064.00,-10500.00,-12976.00,3552.00,6958.00,-4938.00
4.307,-608.00,-10572.00,-12280.00,-3587.00,-809.00,86.00
4.410,-628.00,-10596.00,-12548.00,-505.00,448.00,-423.00
4.514,-808.00,-10552.00,-12764.00,-637.00,408.00,-214.00
4.617,-612.00,-10420.00,-12576.00,-507.00,367.00,-183.00
4.720,-648.00,-10332.00,-12544.00,-451.00,348.00,-95.00
4.824,-664.00,-10300.00,-12680.00,-488.00,290.00,-130.00
4.927,-576.00,-10412.00,-12572.00,-456.00,371.00,-82.00
5.031,-548.00,-10448.00,-12852.00,-656.00,408.00,-120.00
5.135,-756.00,-10432.00,-12556.00,-559.00,343.00,-119.00
5.238,-548.00,-10232.00,-12824.00,-605.00,389.00,-32.00
5.341,-592.00,-10256.00,-12820.00,-455.00,370.00,-2.00
5.445,-624.00,-10436.00,-12664.00,-704.00,323.00,-129.00
5.548,-572.00,-10284.00,-12704.00,-538.00,386.00,-33.00
5.651,-556.00,-10288.00,-12820.00,-511.00,387.00,18.00
5.755,-500.00,-10304.00,-12744.00,-446.00,395.00,-41.00
5.859,-1460.00,-11368.00,-5604.00,15968.00,-2870.00,2030.00
5.963,1180.00,-19148.00,228.00,32767.00,16397.00,32767.00
6.066,-4700.00,-17832.00,-120.00,27793.00,27064.00,-32768.00
6.170,-7236.00,3976.00,16792.00,32767.00,32767.00,-27816.00
6.274,-7176.00,2368.00,30208.00,2168.00,14197.00,-16616.00
6.377,116.00,-720.00,15240.00,-3044.00,-9299.00,-3023.00
6.480,296.00,-5432.00,21352.00,3326.00,-4802.00,-1254.00
6.584,4368.00,-7356.00,16020.00,3437.00,-3669.00,-678.00
6.688,5352.00,-4008.00,7952.00,-32768.00,6947.00,-2402.00
6.791,6636.00,-13568.00,18336.00,24827.00,3436.00,-31330.00
6.895,8024.00,-840.00,14016.00,32767.00,-286.00,7993.00
6.998,8436.00,9556.00,12952.00,19934.00,6326.00,8714.00
7.100,5924.00,5460.00,11596.00,7536.00,2721.00,8951.00
7.204,8780.00,5816.00,11220.00,-6640.00,6119.00,438.00
7.309,4076.00,3852.00,16008.00,-10268.00,16411.00,-389.00
7.413,4136.00,-312.00,19096.00,-5496.00,-4200.00,3008.00
7.516,10264.00,2596.00,16032.00,6711.00,-10032.00,5866.00
7.620,10272.00,3872.00,15300.00,8302.00,-7980.00,7804.00
7.724,15888.00,3540.00,12468.00,5121.00,-6594.00,15474.00
7.828,9492.00,4408.00,6012.00,-4535.00,2415.00,17869.00
7.930,2644.00,-2036.00,5320.00,709.00,2930.00,32767.00
8.035,8100.00,-3068.00,10652.00,-15077.00,-16236.00,7920.00
8.139,16956.00,4324.00,5600.00,-28149.00,-12605.00,31286.00
8.242,6008.00,-9404.00,3856.00,30288.00,-981.00,-1405.00
8.346,10912.00,-16820.00,13072.00,74.00,32767.00,999.00
8.450,2252.00,-1184.00,17988.00,32767.00,-15641.00,10199.00
8.553,4284.00,-2024.00,15024.00,-659.00,7813.00,-2205.00
8.657,3792.00,-1240.00,16420.00,-454.00,-856.00,-4370.00
8.760,3164.00,-3392.00,15852.00,-2946.00,18069.00,8894.00
8.864,5944.00,-1656.00,18856.00,-4352.00,-3478.00,6579.00
8.965,-132.00,872.00,11184.00,6383.00,-4036.00,6505.00
9.070,-1900.00,6612.00,16696.00,7299.00,-3265.00,-623.00
9.174,8280.00,5808.00,15740.00,-809.00,2666.00,-8304.00
9.278,6444.00,-1872.00,15204.00,749.00,-1529.00,2910.00
9.382,10972.00,-500.00,19424.00,7648.00,-2061.00,-4111.00
9.485,5208.00,-3452.00,18252.00,242.00,-1619.00,5752.00
9.589,-32768.00,-25928.00,9676.00,11792.00,9087.00,-13465.00
9.693,32767.00,32767.00,27012.00,-32768.00,20691.00,-18362.00
9.796,-3188.00,2260.00,4640.00,3540.00,1625.00,-5268.00
9.898,2836.00,-324.00,16592.00,-3563.00,1845.00,344.00
10.001,280.00,-2920.00,17564.00,-3128.00,4403.00,725.00
10.107,-2672.00,-8168.00,20300.00,-4870.00,4370.00,-9311.00
10.210,-7232.00,-3676.00,23028.00,5173.00,-5030.00,-26560.00
10.314,-2536.00,9604.00,9912.00,7800.00,-13982.00,-23659.00
10.418,3192.00,15668.00,11148.00,2395.00,-6506.00,-8271.00
10.521,3428.00,5332.00,12432.00,4574.00,-3762.00,-5565.00
10.625,2732.00,5448.00,9884.00,9713.00,-9289.00,-8769.00
10.729,296.00,3480.00,8828.00,22481.00,-14033.00,-13988.00
10.833,636.00,11276.00,2572.00,28389.00,-13608.00,-17656.00
10.937,-5580.00,16544.00,-2568.00,18979.00,-20308.00,-16632.00
11.040,-8820.00,16380.00,-7856.00,1878.00,-16261.00,-11623.00
11.143,-4672.00,23896.00,-11304.00,-5081.00,-3375.00,87.00
11.247,-4276.00,29280.00,-14600.00,-6271.00,7905.00,18371.00
11.351,-6796.00,28912.00,-9572.00,-12497.00,23338.00,32767.00
11.455,-11340.00,14208.00,-5392.00,-20223.00,32767.00,32767.00
11.559,-8412.00,-1916.00,-4248.00,-2771.00,24433.00,32767.00
11.662,-12116.00,-52.00,9912.00,4682.00,19523.00,32767.00
11.765,-15612.00,-8716.00,27424.00,2438.00,8678.00,28143.00
11.869,-11140.00,-14084.00,22596.00,1735.00,1758.00,11699.00
11.973,-4604.00,-4180.00,16648.00,-1088.00,2327.00,-2427.00
12.076,-2432.00,3632.00,15828.00,1462.00,1553.00,-2947.00
12.179,-3372.00,-728.00,15324.00,642.00,3322.00,5822.00
12.283,-6120.00,-7692.00,17428.00,-243.00,3249.00,1831.00
12.388,-11504.00,-14000.00,15676.00,6590.00,-6780.00,-15571.00
12.491,-16708.00,-3152.00,12880.00,20208.00,-20032.00,-32768.00
12.595,-16444.00,4628.00,5088.00,12114.00,-9092.00,-32768.00
12.699,-3384.00,17408.00,13148.00,-13472.00,9550.00,-21855.00
12.802,-4096.00,8424.00,19272.00,-2952.00,7981.00,-11343.00
12.906,-1440.00,9276.00,18544.00,5337.00,581.00,-7104.00
13.009,-1244.00,12444.00,17100.00,-858.00,-947.00,1373.00
13.113,-4072.00,13432.00,14512.00,-6951.00,-2183.00,12769.00
13.217,-10004.00,12872.00,7264.00,-7739.00,3847.00,26803.00
13.321,-16936.00,-5708.00,7660.00,-11205.00,11761.00,32767.00
13.424,-10088.00,-13336.00,15460.00,-609.00,2624.00,6475.00
13.527,-6924.00,-2800.00,17300.00,2938.00,-1595.00,-3039.00
13.631,-5712.00,-4100.00,26760.00,-295.00,-9055.00,-3551.00
13.735,-10832.00,-1804.00,32767.00,-12212.00,-31909.00,-10483.00
13.839,-5008.00,9244.00,9444.00,-7462.00,-32768.00,-6940.00
13.942,2768.00,4108.00,-5836.00,2004.00,-25249.00,608.00
14.046,14872.00,-8272.00,-9132.00,6062.00,2825.00,1370.00
14.149,22452.00,-8628.00,5632.00,-985.00,7055.00,-1446.00
14.253,22884.00,-3908.00,6300.00,-4277.00,-9064.00,-1531.00
14.357,19424.00,2112.00,2020.00,-4400.00,1505.00,-2508.00
14.461,18200.00,-1792.00,-15472.00,-9063.00,-3947.00,-7871.00
14.564,4744.00,-4892.00,-7744.00,-8676.00,14963.00,-10828.00
14.668,-18568.00,-808.00,21060.00,-24711.00,32767.00,-1790.00
14.771,4036.00,6436.00,30112.00,6791.00,-12944.00,2744.00
14.875,2224.00,2148.00,15948.00,9533.00,-13443.00,7914.00
14.979,5848.00,-3328.00,12344.00,5872.00,-6467.00,13350.00
15.082,13160.00,-7408.00,4116.00,4312.00,2678.00,10305.00
15.186,14564.00,-8320.00,3088.00,11369.00,8843.00,4177.00
15.290,10268.00,-5020.00,696.00,13403.00,15789.00,-7726.00
15.392,56.00,1160.00,31940.00,-537.00,19429.00,-8396.00
15.497,1724.00,1460.00,23756.00,-2252.00,6584.00,-3598.00
15.599,64.00,-2612.00,13272.00,-167.00,1146.00,-3111.00
15.704,-92.00,-2816.00,12260.00,-822.00,1020.00,-2453.00
15.808,-3364.00,-9200.00,16340.00,3201.00,1570.00,-10770.00
15.911,-8476.00,-2764.00,15832.00,8468.00,2540.00,-17875.00
16.014,-6872.00,6256.00,23720.00,7548.00,1582.00,-6241.00
16.118,-7504.00,-224.00,22520.00,2743.00,1764.00,-1916.00
16.222,-6372.00,-1636.00,16264.00,4251.00,-642.00,-867.00
16.325,-5656.00,408.00,18024.00,33.00,-432.00,95.00
16.428,-6344.00,-1388.00,18424.00,-2469.00,-111.00,11.00
16.532,-6424.00,-1708.00,17604.00,-518.00,-393.00,-546.00
16.635,-5564.00,-1588.00,17692.00,3830.00,-894.00,399.00
16.739,-3004.00,2816.00,18852.00,15399.00,-10372.00,5594.00
16.843,2036.00,6328.00,10948.00,32767.00,-14848.00,2695.00
16.947,3816.00,32767.00,-14376.00,14951.00,11403.00,7824.00
17.050,-8232.00,11664.00,-2140.00,26181.00,32767.00,16812.00
17.153,-7632.00,17972.00,10872.00,32767.00,30407.00,7690.00
17.257,1132.00,20216.00,7940.00,17740.00,3065.00,2123.00
17.361,6880.00,22512.00,-1908.00,15962.00,-12635.00,5169.00
17.465,4304.00,15872.00,-8384.00,6389.00,-10905.00,13219.00
17.568,52.00,24600.00,-3200.00,-2835.00,-13427.00,25675.00
17.672,-6340.00,6120.00,-14836.00,-6238.00,-25748.00,32481.00
17.776,-4552.00,-2848.00,-23564.00,-13415.00,-23555.00,13042.00
17.877,1540.00,108.00,-24140.00,798.00,-4704.00,5445.00
17.981,4644.00,5512.00,-14912.00,2843.00,1199.00,651.00
18.087,5144.00,8024.00,-12804.00,-2273.00,-504.00,-1031.00
18.190,3684.00,7828.00,-14104.00,-1327.00,-1080.00,110.00
18.294,3760.00,7632.00,-14336.00,-856.00,-1261.00,599.00
18.397,3760.00,8224.00,-13420.00,-2277.00,-2317.00,429.00
18.501,3032.00,8060.00,-15016.00,-789.00,-3387.00,979.00
18.603,2760.00,8576.00,-16148.00,-292.00,-548.00,640.00
18.708,1600.00,8768.00,-13160.00,-7539.00,-4802.00,274.00
18.812,-400.00,22112.00,-23080.00,-32768.00,-2595.00,-5154.00
18.915,-5752.00,3108.00,-13080.00,-32768.00,24182.00,32767.00
19.019,-1536.00,3200.00,8820.00,9602.00,27469.00,6553.00
19.122,3308.00,16428.00,16108.00,12532.00,5504.00,6626.00
19.225,4276.00,15120.00,9424.00,3363.00,-1607.00,803.00
19.330,4260.00,13256.00,2524.00,8450.00,-7067.00,-3026.00
19.433,6628.00,24044.00,-25004.00,-643.00,16804.00,3045.00
19.536,-3744.00,20428.00,2956.00,5690.00,30935.00,8382.00
19.640,-2884.00,15200.00,13100.00,-6181.00,22110.00,7579.00
19.744,-2748.00,12100.00,21220.00,-1577.00,-5989.00,791.00
19.848,-4952.00,16960.00,14216.00,39.00,-26695.00,-3586.00
19.951,1604.00,20132.00,-14252.00,-10505.00,-26665.00,-2710.00
20.055,7296.00,17740.00,-12732.00,-5636.00,-3934.00,-1148.00
20.158,6164.00,14084.00,772.00,-7379.00,5466.00,-1340.00
20.263,2984.00,16412.00,11956.00,-32768.00,12060.00,-13949.00
20.366,-248.00,-3204.00,5764.00,-32768.00,9752.00,-6260.00
20.469,-4852.00,2916.00,17148.00,-19033.00,7252.00,5031.00
20.573,-5860.00,-10548.00,17068.00,-9190.00,-498.00,11565.00
20.677,-4896.00,-21648.00,11096.00,18736.00,356.00,-906.00
20.780,-6188.00,-1832.00,12224.00,6350.00,2267.00,-13935.00
20.883,-5224.00,4528.00,18884.00,443.00,2700.00,-6294.00
20.985,-4872.00,-492.00,17788.00,955.00,1507.00,-150.00
21.091,-5484.00,-4792.00,18024.00,-1341.00,1149.00,638.00
21.194,-4816.00,-4076.00,16072.00,-4030.00,91.00,-1404.00
21.298,-4360.00,-3308.00,15728.00,-3353.00,-856.00,-1329.00
21.401,-4356.00,-3884.00,15712.00,-609.00,-167.00,184.00
21.505,-4428.00,-4024.00,16052.00,-1427.00,319.00,771.00
21.608,-4432.00,-4176.00,15724.00,-260.00,253.00,728.00
21.713,-4372.00,-4588.00,15664.00,26.00,-348.00,251.00
21.815,-4608.00,-7120.00,15316.00,457.00,429.00,-1097.00
21.919,-4912.00,-8616.00,15728.00,2261.00,551.00,-6180.00
22.023,-4096.00,-2032.00,16768.00,3605.00,-1207.00,-7350.00
22.126,-2236.00,4452.00,19240.00,1021.00,-6936.00,-613.00
22.230,-2624.00,8768.00,31848.00,12762.00,-11063.00,6600.00
22.334,-6008.00,12776.00,32767.00,-15552.00,-18107.00,13327.00
22.437,-1360.00,-3452.00,7896.00,-2357.00,-21045.00,18647.00
22.541,4632.00,-14320.00,5020.00,-1946.00,-6897.00,16351.00
22.645,10596.00,-22672.00,10956.00,-1799.00,89.00,6995.00
22.749,12720.00,-19928.00,13572.00,-10303.00,-2004.00,-14236.00
22.853,12348.00,-4804.00,-11556.00,7924.00,-2006.00,-14902.00
22.956,3876.00,1136.00,-4256.00,9108.00,16272.00,-9564.00
23.059,-6512.00,3976.00,16956.00,2273.00,27199.00,-5936.00
23.162,-1712.00,2116.00,32767.00,4381.00,8473.00,-811.00
23.267,52.00,1808.00,30284.00,-1461.00,-2564.00,17.00
23.370,-3968.00,8352.00,23532.00,108.00,-18228.00,9045.00
23.473,-108.00,748.00,3472.00,4935.00,-15206.00,16635.00
23.577,9304.00,-2288.00,-3188.00,3603.00,-1778.00,16766.00
23.681,8080.00,-20804.00,6644.00,10122.00,17369.00,11689.00
23.785,-1488.00,-8060.00,26112.00,760.00,27551.00,-3343.00
23.888,-540.00,-1632.00,27180.00,2424.00,1669.00,-1806.00
23.992,4316.00,-4440.00,10292.00,6747.00,293.00,-1036.00
24.093,460.00,-1580.00,15380.00,28749.00,801.00,4296.00
24.199,-1940.00,6488.00,16148.00,32767.00,-17202.00,9874.00
24.302,-1536.00,8656.00,-1912.00,32767.00,-32768.00,3363.00
24.406,2296.00,9012.00,-27880.00,-2728.00,781.00,-1334.00
24.510,-5916.00,13028.00,-28320.00,1127.00,27164.00,-11003.00
24.613,-16708.00,20800.00,21184.00,-7109.00,32767.00,10180.00
24.717,-7444.00,11492.00,23072.00,867.00,15014.00,8054.00
24.821,-1520.00,11944.00,12892.00,-27612.00,3572.00,-9489.00
24.924,-2512.00,12156.00,15144.00,-32768.00,-3154.00,-14749.00
25.029,-6332.00,1156.00,19424.00,-10226.00,-12518.00,-19468.00
25.132,-820.00,13368.00,14584.00,685.00,-10219.00,-19480.00
25.236,740.00,10888.00,10408.00,-7343.00,-3495.00,-12355.00
25.339,876.00,9496.00,13208.00,-4100.00,-3472.00,-7076.00
25.442,-268.00,-5804.00,17756.00,2975.00,5882.00,733.00
25.546,1592.00,9204.00,14760.00,32767.00,17759.00,8134.00
25.648,-2164.00,2572.00,19376.00,-5653.00,71.00,-411.00
25.754,-1808.00,-8952.00,22452.00,-18256.00,1493.00,-913.00
25.857,-2004.00,-1544.00,15688.00,-32768.00,5372.00,-13095.00
25.961,-2800.00,-6984.00,13564.00,8345.00,-1697.00,6996.00
26.065,216.00,-3620.00,15396.00,1550.00,-1061.00,-342.00
26.168,-420.00,-3648.00,16612.00,-2534.00,-2869.00,-3609.00
26.272,1544.00,-32768.00,4216.00,-1890.00,-14629.00,-3545.00
26.375,-2704.00,-7708.00,15996.00,12657.00,4051.00,2637.00
26.479,-904.00,-3864.00,17032.00,8271.00,-2078.00,1804.00
26.582,-392.00,1516.00,25400.00,32767.00,-18069.00,10900.00
26.686,3368.00,4460.00,10484.00,32767.00,-32768.00,14148.00
26.790,4280.00,-1024.00,-6528.00,32767.00,-17721.00,8658.00
26.893,7056.00,7656.00,-18624.00,4427.00,-82.00,-2026.00
26.997,6076.00,5968.00,-17208.00,4885.00,1348.00,-1600.00
27.099,6016.00,5444.00,-15432.00,2720.00,-217.00,958.00
27.204,5080.00,2796.00,-15408.00,3436.00,-945.00,1671.00
27.308,5324.00,540.00,-16992.00,-1970.00,107.00,163.00
27.409,4976.00,1008.00,-15132.00,-846.00,-67.00,-946.00
27.515,5188.00,1248.00,-16200.00,244.00,-954.00,351.00
27.618,5300.00,868.00,-16284.00,508.00,2107.00,174.00
27.722,5080.00,564.00,-16224.00,-667.00,1177.00,-57.00
27.823,4560.00,516.00,-15596.00,-1095.00,779.00,-572.00
27.928,5640.00,1260.00,-15920.00,-1232.00,1112.00,-640.00
28.032,5916.00,1852.00,-16384.00,-307.00,561.00,429.00
28.135,7620.00,5704.00,-17876.00,-2079.00,1730.00,1700.00
28.239,5276.00,1520.00,-13528.00,-2750.00,-320.00,2526.00
28.342,5996.00,1720.00,-14280.00,-4705.00,-101.00,2062.00
28.445,10412.00,3300.00,-19820.00,-5089.00,4006.00,-677.00
28.550,12328.00,2708.00,-23040.00,-5137.00,13630.00,-1488.00
28.653,4288.00,-5360.00,-17516.00,1054.00,19626.00,-2736.00
28.757,-1084.00,-5536.00,-12028.00,2297.00,21059.00,-15037.00
28.860,-3720.00,3632.00,-7696.00,5478.00,15852.00,-25789.00
28.964,-2004.00,14396.00,1840.00,8602.00,9315.00,-28045.00
29.068,6928.00,25292.00,-296.00,3679.00,-3587.00,-20711.00
29.172,6484.00,31648.00,-1820.00,-9628.00,-9596.00,-14541.00
29.275,5360.00,25068.00,-5256.00,-20783.00,-3490.00,1417.00
29.379,3596.00,17268.00,-2600.00,-22934.00,-1782.00,5267.00
29.482,2384.00,17888.00,664.00,-15421.00,-6515.00,8678.00
29.586,3412.00,12532.00,3056.00,-3463.00,-7811.00,9028.00
29.690,6056.00,13892.00,4700.00,-2159.00,-12141.00,5550.00
29.792,6024.00,15188.00,-2896.00,66.00,-8209.00,7414.00
29.897,5592.00,18904.00,-9852.00,-8653.00,14306.00,9922.00
30.000,236.00,5996.00,-2212.00,-2491.00,32767.00,14189.00
30.104,784.00,10392.00,19144.00,16277.00,16753.00,-1154.00
30.208,-3432.00,14756.00,14512.00,6714.00,12399.00,-10196.00
30.312,-3780.00,11844.00,10272.00,4232.00,8395.00,-10646.00
30.415,-7712.00,12568.00,13584.00,-1013.00,8980.00,-15966.00
30.519,-5872.00,15076.00,19328.00,-5216.00,-6256.00,-5448.00
30.622,-3896.00,8292.00,11488.00,-9734.00,-7875.00,-3586.00
30.726,-1108.00,14084.00,11900.00,-4342.00,-4956.00,437.00
30.830,-704.00,10876.00,10864.00,-2015.00,-4305.00,2445.00
30.931,644.00,9060.00,9996.00,-1828.00,-3904.00,2604.00
31.036,4.00,11828.00,10668.00,633.00,-916.00,3541.00
31.140,-148.00,9360.00,10248.00,-5008.00,3754.00,3547.00
31.243,388.00,7540.00,12868.00,-9045.00,11007.00,1700.00
31.347,-1232.00,2992.00,21964.00,-16015.00,3925.00,-2081.00
31.451,-6584.00,2852.00,31072.00,-32768.00,-11671.00,-7235.00
31.555,-10096.00,-6512.00,27356.00,-8342.00,-32768.00,-7433.00
31.659,3560.00,5792.00,4048.00,4892.00,-32439.00,-11435.00
31.762,12044.00,2276.00,-4964.00,2347.00,-24491.00,-1405.00
31.866,15584.00,-10400.00,-12136.00,-3995.00,-13881.00,9209.00
31.969,15296.00,-12696.00,-14044.00,-2681.00,-10191.00,3336.00
32.073,15020.00,-7944.00,-11040.00,-1453.00,-7547.00,5134.00
32.177,12344.00,-7184.00,-7784.00,756.00,1508.00,2683.00
32.280,11188.00,-7044.00,-8596.00,2208.00,5474.00,2673.00
32.384,8452.00,-6140.00,-5520.00,8287.00,10649.00,-3660.00
32.487,-4192.00,-5500.00,6696.00,11799.00,32767.00,-12430.00
32.591,-9644.00,8932.00,15348.00,8722.00,32767.00,-25629.00
32.695,-4324.00,9508.00,8752.00,8405.00,32767.00,-14980.00
32.798,-7568.00,19324.00,32767.00,2561.00,32767.00,1243.00
32.901,-5128.00,-616.00,15928.00,821.00,-964.00,5976.00
33.006,-5088.00,-656.00,17864.00,5404.00,-9371.00,1372.00
33.109,-4652.00,24404.00,7708.00,-2096.00,27.00,29128.00
33.213,-23748.00,-1224.00,21148.00,30066.00,9402.00,32767.00
33.317,-9736.00,1388.00,20920.00,13852.00,-4592.00,14143.00
33.420,-6280.00,5508.00,22304.00,19715.00,-28142.00,8540.00
33.523,-4104.00,9260.00,6600.00,5203.00,-32768.00,886.00
33.628,-1548.00,13132.00,-12552.00,-2342.00,-32768.00,-20201.00
33.732,6428.00,22736.00,-13008.00,3148.00,-1599.00,1703.00
33.836,2476.00,12432.00,-12688.00,-32768.00,32767.00,28305.00
33.940,-12220.00,-20520.00,10392.00,-30989.00,32767.00,20405.00
34.042,-8444.00,-11928.00,28772.00,-2167.00,8675.00,-8834.00
34.146,-1908.00,7640.00,22412.00,-2565.00,-601.00,-11081.00
34.250,588.00,5252.00,14516.00,-774.00,-45.00,-2997.00
34.354,-844.00,-632.00,16948.00,477.00,4163.00,122.00
34.456,-2816.00,-64.00,17204.00,1741.00,4380.00,-573.00
34.558,-2692.00,1768.00,17064.00,297.00,1965.00,-512.00
34.664,-2848.00,2364.00,16604.00,505.00,1377.00,264.00
34.767,-3012.00,1816.00,16924.00,132.00,-1005.00,1055.00
34.871,-2028.00,1440.00,14780.00,860.00,134.00,-230.00
34.975,-3268.00,1568.00,18020.00,572.00,703.00,4.00
35.077,-3756.00,1424.00,16920.00,1066.00,-410.00,148.00
35.181,-2360.00,3244.00,16916.00,777.00,522.00,-471.00
35.283,-2448.00,3816.00,16760.00,410.00,-531.00,-381.00
35.389,-2176.00,3024.00,15648.00,-744.00,706.00,110.00
35.491,-2592.00,2504.00,17996.00,-1576.00,661.00,-7.00
35.594,-2700.00,2664.00,16592.00,-503.00,-60.00,-141.00
35.698,-2628.00,2792.00,15772.00,-181.00,570.00,-27.00
35.801,-2812.00,2376.00,16104.00,256.00,291.00,44.00
35.905,-1916.00,3008.00,17120.00,-298.00,-27.00,295.00
36.008,-2460.00,2360.00,15772.00,-161.00,-95.00,-36.00
36.111,-2096.00,3372.00,16080.00,-675.00,1434.00,-246.00
36.215,-3280.00,7192.00,22352.00,-4594.00,1157.00,2267.00
36.319,-12240.00,7048.00,32767.00,-18539.00,-32768.00,-4909.00
36.422,-8220.00,5520.00,4544.00,-16873.00,-32768.00,2697.00
36.526,4488.00,-9340.00,-19280.00,-3888.00,-32556.00,7182.00
36.630,6848.00,-10816.00,-25400.00,-3851.00,-1226.00,2121.00
36.734,4708.00,-3840.00,-22156.00,13332.00,32622.00,-1102.00
36.837,-16264.00,-4276.00,132.00,22716.00,32767.00,-6785.00
36.940,-10428.00,5884.00,27020.00,13650.00,31758.00,-5123.00
37.043,-6720.00,5708.00,32767.00,7057.00,-985.00,606.00
37.148,-3600.00,12960.00,12752.00,11319.00,-17934.00,6945.00
37.252,1804.00,7520.00,15904.00,32767.00,-26960.00,17093.00
37.355,6224.00,16008.00,12924.00,32767.00,-32768.00,32767.00
37.459,5268.00,-7408.00,-14076.00,3117.00,-7792.00,12907.00
37.563,8420.00,-5176.00,-17552.00,-4377.00,-2757.00,1234.00
37.667,11156.00,3600.00,-25536.00,1809.00,-4277.00,-732.00
37.770,6240.00,3092.00,-21996.00,24701.00,32767.00,650.00
37.874,8028.00,1816.00,18768.00,10099.00,22437.00,3108.00
37.978,6720.00,-1288.00,20652.00,-8898.00,-12844.00,-4792.00
38.081,-4296.00,1036.00,-5488.00,-29228.00,-32768.00,-4344.00
38.185,-11692.00,4540.00,-32768.00,-32768.00,-32768.00,-17420.00
38.288,-2396.00,8080.00,-32768.00,-297.00,16151.00,1821.00
38.392,-5848.00,9520.00,-24416.00,25875.00,32767.00,10404.00
38.496,944.00,-392.00,8404.00,15129.00,32767.00,-8992.00
38.599,12832.00,3348.00,14148.00,4661.00,-6210.00,-302.00
38.703,13788.00,5000.00,1604.00,-11063.00,-27213.00,6173.00
38.807,8960.00,-3372.00,-22464.00,-13740.00,-20980.00,7036.00
38.911,10308.00,-2812.00,-19444.00,-3992.00,-3192.00,1463.00
39.014,9664.00,-1056.00,-11836.00,-324.00,4134.00,-279.00
39.117,9920.00,-188.00,-11884.00,-1215.00,-2224.00,-70.00
39.221,9304.00,-180.00,-10192.00,-7207.00,-3906.00,-1251.00
39.325,3572.00,10804.00,-12756.00,-32768.00,-14825.00,-4156.00
39.429,4656.00,18008.00,-31540.00,-32768.00,11516.00,32767.00
39.532,5100.00,-708.00,-6484.00,-32768.00,31288.00,21415.00
39.634,-968.00,-9444.00,7748.00,3489.00,32767.00,291.00
39.739,-5456.00,-4028.00,32767.00,-6260.00,29302.00,1985.00
39.841,-2704.00,-496.00,23188.00,-434.00,-2390.00,51.00
39.945,-188.00,1696.00,13256.00,-953.00,-1176.00,-59.00
40.050,-568.00,1816.00,16128.00,-232.00,772.00,661.00
40.153,-1136.00,1628.00,17484.00,-1072.00,-793.00,304.00
40.256,-812.00,1944.00,17176.00,-569.00,229.00,-224.00
40.361,-840.00,2208.00,17644.00,-246.00,428.00,14.00
40.462,-988.00,1300.00,16348.00,4250.00,-297.00,1125.00
40.567,-1700.00,4644.00,19708.00,32767.00,-7884.00,5528.00
