Time,X-Gyro,Y-Gyro,Z-Gyro,X-Accel,Y-Accel,Z-Accel
4.816,1948.00,-14852.00,6440.00,-442.00,368.00,-13.00
4.919,1948.00,-14820.00,6428.00,-389.00,359.00,29.00
5.022,1880.00,-14912.00,6448.00,-407.00,386.00,4.00
5.126,2012.00,-14796.00,6320.00,-365.00,373.00,1.00
5.228,1860.00,-14996.00,6620.00,-352.00,368.00,9.00
5.332,1968.00,-14900.00,6612.00,-457.00,344.00,-1.00
5.435,1920.00,-14868.00,6484.00,-374.00,375.00,13.00
5.539,1912.00,-15012.00,6580.00,-405.00,401.00,53.00
5.642,2008.00,-14788.00,6508.00,-473.00,348.00,-3.00
5.746,1976.00,-14944.00,6424.00,-374.00,366.00,20.00
5.849,1984.00,-14848.00,6532.00,-398.00,364.00,32.00
5.953,2080.00,-14188.00,6160.00,-228.00,438.00,29.00
6.056,2000.00,-15028.00,6416.00,-300.00,449.00,95.00
6.159,1972.00,-15096.00,6636.00,-317.00,434.00,33.00
6.262,1944.00,-14988.00,6364.00,-412.00,358.00,-12.00
6.366,1884.00,-14988.00,6584.00,-527.00,307.00,-56.00
6.470,1976.00,-14872.00,6308.00,-391.00,376.00,31.00
6.573,2004.00,-11884.00,9208.00,9028.00,3958.00,1744.00
6.677,2448.00,-5280.00,11908.00,-12212.00,-1220.00,-2200.00
6.781,1044.00,-16064.00,6928.00,650.00,623.00,-680.00
6.883,3360.00,-13976.00,5884.00,8282.00,-9821.00,7256.00
6.988,1464.00,-15880.00,11272.00,6845.00,15200.00,-3002.00
7.091,1796.00,-11392.00,13464.00,30234.00,-3653.00,-4014.00
7.194,3556.00,-6348.00,17368.00,32767.00,-9732.00,2270.00
7.298,5360.00,-2476.00,13764.00,18492.00,-11293.00,-4410.00
7.402,11860.00,-1696.00,15216.00,14213.00,-8812.00,-10065.00
7.506,13500.00,10700.00,11232.00,-1677.00,-605.00,-11766.00
7.609,6056.00,11556.00,10036.00,2796.00,-8959.00,-18279.00
7.713,1808.00,16036.00,7888.00,32767.00,15481.00,-14260.00
7.817,2592.00,20340.00,5516.00,2390.00,-1431.00,-17478.00
7.920,544.00,15848.00,7452.00,-11847.00,-6569.00,-9061.00
8.022,-7884.00,10272.00,15228.00,5109.00,643.00,491.00
8.128,-6052.00,10088.00,12516.00,-12758.00,-3098.00,-1886.00
8.231,-4264.00,8672.00,12712.00,-20737.00,-2699.00,-4834.00
8.335,616.00,4880.00,12376.00,-4603.00,9998.00,-4076.00
8.437,-2360.00,5732.00,18192.00,5458.00,717.00,2313.00
8.542,3984.00,13200.00,12312.00,4397.00,-4524.00,-411.00
8.646,-1160.00,4688.00,16376.00,3852.00,-11560.00,-2818.00
8.750,-6408.00,15128.00,32767.00,32767.00,-10342.00,13889.00
8.853,-2616.00,5820.00,15540.00,-2229.00,-105.00,-562.00
8.956,-2684.00,4780.00,16220.00,-1175.00,874.00,-85.00
9.060,-2720.00,4260.00,16088.00,-1835.00,1188.00,2210.00
9.164,-3024.00,1792.00,16560.00,-29015.00,2766.00,-2669.00
9.268,11200.00,3816.00,9116.00,-32768.00,-32768.00,-32768.00
9.371,7516.00,-18988.00,3676.00,-2534.00,-4931.00,-6362.00
9.475,444.00,-16144.00,140.00,97.00,-244.00,408.00
9.578,408.00,-16208.00,428.00,-374.00,-220.00,30.00
9.681,352.00,-16136.00,420.00,-353.00,-234.00,88.00
9.784,352.00,-16160.00,608.00,-212.00,31.00,90.00
9.888,380.00,-16024.00,644.00,-242.00,117.00,70.00
9.991,152.00,-16204.00,444.00,-345.00,62.00,-6.00
10.095,2408.00,-13084.00,3000.00,5545.00,226.00,386.00
10.198,-4432.00,-16444.00,2452.00,5373.00,-4975.00,932.00
10.302,1620.00,-18852.00,-8336.00,14914.00,-3949.00,2621.00
10.405,2616.00,-17444.00,2196.00,-15831.00,-6583.00,9479.00
10.509,-3824.00,-14024.00,1604.00,-24451.00,-9250.00,-8561.00
10.613,-968.00,-15972.00,-2856.00,9862.00,-10591.00,-2195.00
10.717,31860.00,-22852.00,-32224.00,21768.00,5114.00,11028.00
10.820,-5520.00,-8644.00,22740.00,12649.00,-7255.00,15353.00
10.923,-3712.00,-22648.00,-5160.00,2209.00,-13227.00,26144.00
11.027,-5880.00,-13276.00,10588.00,26862.00,-5749.00,12934.00
11.131,-26252.00,-10288.00,2476.00,-32768.00,25776.00,32767.00
11.235,-7356.00,-9016.00,-5396.00,-20948.00,15675.00,32767.00
11.339,-10440.00,-4372.00,-14796.00,-17533.00,6014.00,-7287.00
11.442,-4940.00,9972.00,-12048.00,-20280.00,9915.00,19687.00
11.547,-2960.00,12448.00,-5136.00,-16538.00,-14822.00,-11693.00
11.649,-6648.00,18948.00,-8532.00,21050.00,818.00,4632.00
11.753,-3168.00,15240.00,-6724.00,8566.00,-4817.00,121.00
11.858,-5960.00,14960.00,-7008.00,-14599.00,-2408.00,-1383.00
11.960,-3688.00,13656.00,-8416.00,-2064.00,646.00,-577.00
12.065,-3812.00,13652.00,-8608.00,42.00,628.00,-52.00
12.168,-3660.00,13608.00,-8380.00,-203.00,391.00,19.00
12.270,-3660.00,13688.00,-8352.00,-432.00,353.00,-10.00
12.375,-3708.00,13716.00,-8328.00,-532.00,351.00,21.00
12.478,-3704.00,13712.00,-8472.00,-542.00,321.00,4.00
12.582,-3720.00,13732.00,-8356.00,-543.00,359.00,24.00
12.685,-3664.00,13712.00,-8164.00,-509.00,329.00,9.00
12.785,-3724.00,13732.00,-8208.00,-461.00,261.00,-61.00
12.892,-3764.00,13780.00,-8220.00,-495.00,335.00,11.00
12.996,-3724.00,13744.00,-8208.00,-481.00,373.00,52.00
13.098,-3752.00,13696.00,-8144.00,-480.00,336.00,12.00
13.202,-3860.00,13844.00,-8292.00,-372.00,319.00,56.00
13.305,-3720.00,13824.00,-8160.00,-479.00,361.00,39.00
13.408,-3704.00,13844.00,-8028.00,-472.00,354.00,21.00
13.511,-3700.00,13868.00,-8184.00,-464.00,375.00,7.00
13.615,-3764.00,13828.00,-8012.00,-455.00,350.00,8.00
13.718,-3832.00,13804.00,-8028.00,-441.00,330.00,13.00
13.821,-3824.00,13840.00,-8072.00,-477.00,362.00,23.00
13.925,-3668.00,13828.00,-8004.00,-450.00,343.00,28.00
14.029,-3712.00,13788.00,-8096.00,-454.00,359.00,17.00
14.132,-3680.00,13764.00,-8056.00,-447.00,374.00,31.00
14.235,-3676.00,13832.00,-7948.00,-461.00,362.00,22.00
14.337,-3860.00,13908.00,-7884.00,-460.00,318.00,-53.00
14.440,-3776.00,13884.00,-8004.00,-443.00,334.00,-56.00
14.545,-3848.00,14028.00,-7920.00,-420.00,306.00,-2.00
14.646,-3944.00,13804.00,-7892.00,-436.00,353.00,-12.00
14.752,-3816.00,13836.00,-7748.00,-420.00,349.00,14.00
14.855,-3784.00,13808.00,-7888.00,-457.00,351.00,19.00
14.957,-3836.00,14096.00,-8104.00,-415.00,412.00,108.00
15.062,-3848.00,13884.00,-7848.00,-528.00,370.00,35.00
15.166,-3796.00,13980.00,-7924.00,-466.00,395.00,5.00
15.269,-3748.00,13900.00,-7888.00,-405.00,345.00,27.00
15.371,-3832.00,13944.00,-7892.00,-406.00,374.00,135.00
15.476,-3920.00,13956.00,-7824.00,-469.00,368.00,18.00
15.580,-3760.00,13840.00,-7816.00,-495.00,372.00,-1.00
15.681,-3892.00,13952.00,-7752.00,-497.00,365.00,-19.00
15.786,-3836.00,13932.00,-7876.00,-464.00,395.00,73.00
15.889,-3844.00,13944.00,-7744.00,-441.00,378.00,50.00
15.994,-3816.00,13916.00,-7548.00,-447.00,403.00,17.00
16.098,-3908.00,13932.00,-7788.00,-406.00,338.00,52.00
16.198,-3668.00,13800.00,-7760.00,-293.00,357.00,145.00
16.303,-3820.00,14064.00,-7752.00,-414.00,391.00,18.00
16.407,-4252.00,14072.00,-7680.00,-510.00,336.00,-121.00
16.508,-3932.00,14100.00,-7808.00,-311.00,312.00,-30.00
16.614,-3900.00,14040.00,-7864.00,-454.00,392.00,32.00
16.716,-3688.00,13720.00,-7376.00,-266.00,58.00,-93.00
16.819,-3912.00,13988.00,-7752.00,-448.00,256.00,-66.00
16.922,-3756.00,13836.00,-7792.00,-508.00,362.00,-10.00
17.027,-3900.00,13984.00,-7788.00,-456.00,415.00,-153.00
17.131,-3928.00,13988.00,-7736.00,-545.00,410.00,30.00
17.234,-3896.00,13960.00,-7640.00,-574.00,399.00,-4.00
17.337,-3888.00,13960.00,-7512.00,-390.00,337.00,77.00
17.441,-3912.00,14056.00,-7600.00,-418.00,386.00,35.00
17.542,-3816.00,13952.00,-7572.00,-408.00,382.00,-45.00
17.648,-3896.00,13920.00,-7728.00,-714.00,473.00,37.00
17.751,-4028.00,13928.00,-7616.00,-459.00,381.00,41.00
17.853,-3588.00,13968.00,-7484.00,-245.00,425.00,170.00
17.958,-3860.00,14120.00,-7476.00,-397.00,307.00,23.00
18.061,-3972.00,14148.00,-7616.00,-433.00,390.00,-2.00
18.165,-4180.00,14536.00,-7684.00,-42.00,335.00,156.00
18.266,-3732.00,13872.00,-7524.00,-620.00,504.00,108.00
18.371,-3956.00,14028.00,-7564.00,-430.00,397.00,42.00
18.473,-3940.00,14056.00,-7304.00,-486.00,355.00,-41.00
18.578,-4016.00,14076.00,-7664.00,-443.00,349.00,-9.00
18.682,-3980.00,13956.00,-7564.00,-453.00,358.00,6.00
18.785,-3856.00,14056.00,-7340.00,-421.00,366.00,13.00
18.888,-3836.00,14056.00,-7520.00,-439.00,371.00,5.00
18.992,-3916.00,14092.00,-7440.00,-421.00,360.00,9.00
19.095,-3844.00,14092.00,-7380.00,-419.00,391.00,-3.00
19.198,-3956.00,14140.00,-7524.00,-455.00,386.00,6.00
19.300,-3940.00,14144.00,-7524.00,-450.00,370.00,-19.00
19.403,-3848.00,14052.00,-7572.00,-469.00,370.00,-24.00
19.508,-4020.00,14108.00,-7528.00,-392.00,347.00,-9.00
19.612,-3936.00,14004.00,-7580.00,-390.00,361.00,3.00
19.713,-3888.00,14108.00,-7456.00,-404.00,385.00,-10.00
19.819,-4056.00,14136.00,-7412.00,-423.00,366.00,8.00
19.922,-4036.00,14140.00,-7380.00,-441.00,365.00,15.00
20.025,-3880.00,14128.00,-7428.00,-461.00,376.00,25.00
20.129,-3980.00,14036.00,-7496.00,-428.00,356.00,13.00
20.232,-3980.00,14024.00,-7576.00,-477.00,417.00,96.00
20.337,-4008.00,14164.00,-7228.00,-436.00,347.00,25.00
20.437,-3640.00,13964.00,-7356.00,-356.00,397.00,182.00
20.541,-3896.00,14040.00,-7348.00,-574.00,482.00,149.00
20.646,-3996.00,14092.00,-7272.00,-509.00,397.00,47.00
20.748,-3832.00,13956.00,-7232.00,-286.00,366.00,107.00
20.853,-3928.00,14108.00,-7480.00,-338.00,375.00,54.00
20.956,-3884.00,14168.00,-7332.00,-418.00,418.00,34.00
21.060,-3952.00,14084.00,-7528.00,-457.00,392.00,15.00
21.163,-4000.00,14112.00,-7376.00,-478.00,414.00,30.00
21.265,-3896.00,14096.00,-7276.00,-565.00,267.00,106.00
21.370,-3928.00,14020.00,-7372.00,-446.00,363.00,24.00
21.473,-3976.00,14128.00,-7316.00,-468.00,371.00,10.00
21.577,-3996.00,14228.00,-7376.00,-408.00,346.00,0.00
21.680,-3944.00,14272.00,-7272.00,-385.00,375.00,14.00
21.784,-4056.00,14144.00,-7152.00,-401.00,365.00,-5.00
21.887,-3948.00,14172.00,-7380.00,-400.00,358.00,7.00
21.990,-3992.00,14072.00,-7356.00,-408.00,343.00,40.00
22.093,-5024.00,14600.00,-7464.00,9.00,-59.00,-83.00
22.196,-4128.00,14028.00,-7424.00,-746.00,-16.00,-336.00
22.300,-3940.00,14232.00,-7028.00,-401.00,484.00,54.00
22.403,-4108.00,14240.00,-7200.00,-448.00,370.00,40.00
22.505,-3964.00,14216.00,-7204.00,-445.00,411.00,139.00
22.611,-4068.00,14280.00,-7160.00,-471.00,378.00,23.00
22.714,-4088.00,14260.00,-7160.00,-429.00,333.00,14.00
22.815,-4112.00,14240.00,-7144.00,-464.00,384.00,-16.00
22.921,-4124.00,14208.00,-7192.00,-364.00,337.00,2.00
23.024,-4088.00,14232.00,-7300.00,-418.00,367.00,29.00
23.127,-3980.00,14112.00,-7188.00,-430.00,396.00,27.00
23.230,-4652.00,14104.00,-9516.00,5644.00,3339.00,385.00
23.335,-3680.00,5644.00,-8544.00,6692.00,-13563.00,-21659.00
23.438,-8460.00,7080.00,-12048.00,32767.00,-8760.00,-16462.00
23.543,-12328.00,-496.00,-8336.00,10700.00,-11342.00,-14482.00
23.646,-12788.00,-1376.00,-9616.00,-1647.00,12624.00,-4311.00
23.750,-11220.00,-1260.00,-14964.00,-16460.00,3263.00,-2107.00
23.853,-11540.00,1768.00,-13572.00,-10210.00,1427.00,-801.00
23.957,-29068.00,-128.00,9380.00,19720.00,-6829.00,-497.00
24.061,-7476.00,-5828.00,-6196.00,32767.00,32767.00,-19502.00
24.164,-4448.00,-8492.00,-14472.00,5930.00,3599.00,-854.00
24.268,-3420.00,-10096.00,-12392.00,-6620.00,-2705.00,760.00
24.371,-3128.00,-10576.00,-11796.00,-1237.00,-5.00,24.00
24.475,-3064.00,-10732.00,-11856.00,787.00,902.00,-218.00
24.578,-3064.00,-10808.00,-11880.00,665.00,892.00,-195.00
24.681,-2892.00,-10916.00,-11768.00,252.00,651.00,-154.00
24.784,-2832.00,-11004.00,-11768.00,65.00,613.00,-136.00
24.888,-2788.00,-11044.00,-11692.00,-10.00,547.00,-106.00
24.991,-2736.00,-11264.00,-11624.00,-57.00,544.00,-89.00
25.095,-2740.00,-11152.00,-11696.00,-86.00,525.00,-65.00
25.198,-2672.00,-11268.00,-11604.00,-128.00,490.00,-81.00
25.302,-2676.00,-11280.00,-11432.00,-183.00,490.00,-46.00
25.405,-2592.00,-11308.00,-11384.00,-435.00,345.00,-17.00
25.508,-2760.00,-11324.00,-11516.00,-396.00,390.00,-17.00
25.610,-2580.00,-11260.00,-11444.00,-405.00,363.00,4.00
25.713,-2548.00,-11312.00,-11648.00,-391.00,364.00,3.00
25.819,-2556.00,-11304.00,-11376.00,-391.00,376.00,-14.00
25.922,-2596.00,-11300.00,-11432.00,-395.00,407.00,-11.00
26.026,-2600.00,-11236.00,-11492.00,-383.00,379.00,-16.00
26.129,-2576.00,-11280.00,-11512.00,-406.00,378.00,-6.00
26.233,-2624.00,-11352.00,-11360.00,-423.00,379.00,-7.00
26.336,-2536.00,-11380.00,-11452.00,-398.00,363.00,-19.00
26.439,-2656.00,-11352.00,-11496.00,-406.00,363.00,-10.00
26.543,-2548.00,-11380.00,-11544.00,-411.00,358.00,3.00
26.647,-2612.00,-11284.00,-11468.00,-418.00,351.00,-13.00
26.751,-2616.00,-11312.00,-11508.00,-413.00,368.00,-19.00
26.854,-2528.00,-11208.00,-11528.00,-391.00,381.00,-11.00
26.957,-2604.00,-11196.00,-11556.00,-409.00,368.00,11.00
27.061,-2532.00,-11352.00,-11432.00,-403.00,360.00,-11.00
27.164,-2616.00,-11232.00,-11488.00,-384.00,376.00,-22.00
27.266,-2600.00,-11324.00,-11572.00,-339.00,397.00,7.00
27.371,-2600.00,-11332.00,-11440.00,-464.00,386.00,-1.00
27.472,-2556.00,-11268.00,-11436.00,-427.00,354.00,9.00
27.577,-2596.00,-11280.00,-11576.00,-413.00,383.00,-4.00
27.681,-2672.00,-11232.00,-11364.00,-362.00,376.00,31.00
27.784,-2556.00,-11184.00,-11472.00,-413.00,373.00,-16.00
27.888,-2492.00,-11268.00,-11388.00,-408.00,387.00,-3.00
27.992,-2536.00,-11216.00,-11536.00,-387.00,381.00,-20.00
28.095,-2588.00,-11200.00,-11288.00,-369.00,342.00,-55.00
28.198,-2492.00,-11336.00,-11420.00,-404.00,387.00,14.00
28.300,-2588.00,-11292.00,-11476.00,-402.00,385.00,4.00
28.405,-2616.00,-11308.00,-11408.00,-398.00,382.00,-6.00
28.509,-2660.00,-11340.00,-11348.00,-429.00,387.00,-11.00
28.613,-2572.00,-11332.00,-11472.00,-404.00,354.00,-7.00
28.714,-2516.00,-11260.00,-11584.00,-371.00,386.00,9.00
28.819,-2552.00,-11264.00,-11648.00,-417.00,353.00,15.00
28.922,-2584.00,-11264.00,-11508.00,-426.00,365.00,18.00
29.024,-2560.00,-11236.00,-11580.00,-408.00,370.00,0.00
29.130,-2556.00,-11276.00,-11608.00,-405.00,356.00,-8.00
29.232,-2580.00,-11308.00,-11440.00,-376.00,384.00,34.00
29.337,-2640.00,-11256.00,-11452.00,-413.00,371.00,-19.00
29.438,-2568.00,-11260.00,-11572.00,-404.00,369.00,3.00
29.543,-2492.00,-11296.00,-11716.00,-418.00,369.00,11.00
29.647,-2564.00,-11132.00,-11472.00,-406.00,388.00,-11.00
29.748,-2608.00,-11204.00,-11460.00,-411.00,364.00,5.00
29.853,-2628.00,-11264.00,-11476.00,-417.00,364.00,14.00
29.955,-2576.00,-11308.00,-11424.00,-409.00,373.00,7.00
30.058,-2560.00,-11276.00,-11564.00,-413.00,364.00,6.00
30.162,-2476.00,-11216.00,-11604.00,-416.00,366.00,0.00
30.265,-2652.00,-11200.00,-11488.00,-416.00,362.00,4.00
30.370,-2576.00,-11336.00,-11492.00,-407.00,385.00,11.00
30.474,-2600.00,-11328.00,-11368.00,-384.00,343.00,-19.00
30.576,-2572.00,-11344.00,-11684.00,-410.00,373.00,1.00
30.679,-2476.00,-11268.00,-11452.00,-429.00,380.00,6.00
30.783,-2520.00,-11204.00,-11532.00,-399.00,351.00,7.00
30.886,-2496.00,-11216.00,-11452.00,-401.00,374.00,7.00
30.991,-2516.00,-11228.00,-11492.00,-406.00,366.00,-5.00
31.094,-2524.00,-11192.00,-11552.00,-399.00,381.00,15.00
31.198,-2572.00,-11264.00,-11364.00,-419.00,362.00,10.00
31.302,-2500.00,-11232.00,-11572.00,-394.00,374.00,23.00
31.405,-2568.00,-11188.00,-11676.00,-428.00,360.00,-3.00
31.508,-2524.00,-11232.00,-11564.00,-425.00,367.00,20.00
31.612,-2560.00,-11216.00,-11504.00,-400.00,388.00,23.00
31.715,-2568.00,-11276.00,-11632.00,-415.00,361.00,10.00
31.818,-2596.00,-11228.00,-11648.00,-408.00,347.00,21.00
31.922,-2612.00,-11296.00,-11636.00,-406.00,385.00,13.00
32.025,-2580.00,-11244.00,-11580.00,-403.00,367.00,24.00
32.128,-2468.00,-11304.00,-11508.00,-449.00,362.00,6.00
32.230,-2588.00,-11196.00,-11524.00,-403.00,373.00,5.00
32.334,-2468.00,-11256.00,-11412.00,-397.00,354.00,4.00
32.439,-2484.00,-11264.00,-11552.00,-394.00,396.00,-2.00
32.543,-2572.00,-11312.00,-11644.00,-418.00,388.00,-2.00
32.645,-2556.00,-11236.00,-11612.00,-408.00,357.00,8.00
32.749,-2512.00,-11128.00,-11476.00,-399.00,385.00,14.00
32.851,-2548.00,-11104.00,-11568.00,-415.00,394.00,7.00
32.956,-2456.00,-11228.00,-11644.00,-418.00,342.00,19.00
33.060,-2488.00,-11124.00,-11608.00,-404.00,369.00,-1.00
33.162,-2580.00,-11232.00,-11692.00,-390.00,381.00,7.00
33.267,-2536.00,-11240.00,-11556.00,-399.00,386.00,13.00
33.369,-2588.00,-11228.00,-11696.00,-421.00,363.00,5.00
33.473,-2460.00,-11260.00,-11612.00,-287.00,340.00,32.00
33.577,-2384.00,-11144.00,-11764.00,-412.00,325.00,22.00
33.680,-2488.00,-11256.00,-11632.00,-424.00,378.00,33.00
33.784,-2572.00,-11172.00,-11780.00,-414.00,366.00,-7.00
33.887,-2624.00,-11080.00,-11688.00,-398.00,372.00,-10.00
33.989,-2496.00,-11208.00,-11692.00,-408.00,332.00,9.00
34.092,-2604.00,-11244.00,-11656.00,-421.00,373.00,2.00
34.197,-2496.00,-11160.00,-11620.00,-419.00,366.00,24.00
34.301,-2640.00,-11164.00,-11696.00,-397.00,352.00,17.00
34.404,-2500.00,-11128.00,-11604.00,-411.00,392.00,28.00
34.508,-2576.00,-11168.00,-11600.00,-403.00,369.00,-10.00
34.611,-2548.00,-11160.00,-11612.00,-398.00,357.00,13.00
34.715,-2420.00,-11052.00,-11676.00,-388.00,362.00,15.00
34.819,-2480.00,-11188.00,-11664.00,-414.00,385.00,17.00
34.922,-2516.00,-11176.00,-11620.00,-400.00,364.00,21.00
35.025,-2476.00,-11100.00,-11464.00,-420.00,390.00,-1.00
35.129,-2492.00,-11208.00,-11576.00,-403.00,367.00,-2.00
35.230,-2548.00,-11200.00,-11624.00,-412.00,359.00,6.00
35.336,-2528.00,-11244.00,-11688.00,-401.00,378.00,30.00
35.439,-2492.00,-11140.00,-11632.00,-386.00,372.00,18.00
35.542,-2512.00,-11176.00,-11604.00,-396.00,369.00,-7.00
35.646,-2528.00,-11172.00,-11576.00,-415.00,394.00,26.00
35.749,-2540.00,-11144.00,-11580.00,-378.00,384.00,21.00
35.853,-2564.00,-11124.00,-11600.00,-413.00,374.00,15.00
35.956,-2608.00,-11112.00,-11692.00,-392.00,375.00,10.00
36.057,-2520.00,-11172.00,-11764.00,-408.00,377.00,6.00
36.161,-2516.00,-11140.00,-11556.00,-424.00,383.00,7.00
36.267,-2464.00,-11216.00,-11680.00,-411.00,351.00,32.00
36.370,-2412.00,-11100.00,-11564.00,-418.00,377.00,17.00
36.472,-2560.00,-11144.00,-11660.00,-419.00,382.00,5.00
36.577,-2448.00,-11160.00,-11772.00,-382.00,376.00,28.00
36.680,-2564.00,-11176.00,-11656.00,-407.00,369.00,27.00
36.784,-2484.00,-11216.00,-11508.00,-432.00,371.00,11.00
36.887,-2512.00,-11120.00,-11588.00,-419.00,356.00,20.00
36.990,-2476.00,-11188.00,-11556.00,-427.00,354.00,8.00
37.092,-2584.00,-11156.00,-11656.00,-389.00,366.00,5.00
37.197,-2504.00,-11140.00,-11540.00,-399.00,360.00,17.00
37.300,-2496.00,-11044.00,-11732.00,-395.00,376.00,9.00
37.404,-2440.00,-11116.00,-11720.00,-408.00,392.00,-4.00
37.506,-2512.00,-11104.00,-11480.00,-384.00,366.00,7.00
37.611,-2560.00,-11136.00,-11692.00,-404.00,404.00,11.00
37.714,-2584.00,-11236.00,-11628.00,-411.00,377.00,11.00
37.816,-2508.00,-11100.00,-11624.00,-396.00,345.00,8.00
37.921,-2560.00,-11124.00,-11776.00,-420.00,357.00,33.00
38.024,-2528.00,-11184.00,-11672.00,-399.00,372.00,-5.00
38.128,-2516.00,-11120.00,-11764.00,-394.00,363.00,10.00
38.231,-2648.00,-11148.00,-11688.00,-404.00,367.00,5.00
38.335,-2432.00,-11076.00,-11624.00,-399.00,361.00,-9.00
38.437,-2464.00,-11188.00,-11652.00,-402.00,364.00,7.00
38.542,-2540.00,-11164.00,-11696.00,-373.00,362.00,14.00
38.645,-2524.00,-11084.00,-11556.00,-400.00,367.00,10.00
38.749,-2540.00,-11100.00,-11748.00,-405.00,381.00,10.00
38.851,-2596.00,-11148.00,-11640.00,-380.00,382.00,8.00
38.955,-2580.00,-11164.00,-11608.00,-395.00,381.00,9.00
39.059,-2532.00,-11220.00,-11624.00,-408.00,381.00,12.00
39.163,-2552.00,-11176.00,-11616.00,-411.00,354.00,-3.00
39.266,-2464.00,-11088.00,-11732.00,-390.00,371.00,33.00
39.370,-2552.00,-11172.00,-11492.00,-408.00,362.00,10.00
39.472,-2464.00,-11096.00,-11836.00,-397.00,369.00,1.00
39.576,-2404.00,-11080.00,-11704.00,-406.00,384.00,33.00
39.680,-2440.00,-11100.00,-11648.00,-427.00,352.00,11.00
39.784,-2604.00,-11088.00,-11796.00,-509.00,251.00,-42.00
39.887,-2596.00,-11140.00,-11608.00,-402.00,368.00,34.00
39.989,-2532.00,-11164.00,-11816.00,-410.00,390.00,7.00
40.094,-2604.00,-11088.00,-11680.00,-413.00,390.00,15.00
40.197,-2504.00,-11092.00,-11620.00,-423.00,386.00,26.00
40.301,-2484.00,-11068.00,-11808.00,-399.00,390.00,16.00
40.404,-2444.00,-11172.00,-11800.00,-407.00,376.00,23.00
40.507,-2540.00,-10936.00,-11572.00,-389.00,353.00,-2.00
40.611,-2460.00,-11076.00,-11696.00,-403.00,355.00,19.00
40.713,-2520.00,-11208.00,-11664.00,-411.00,391.00,8.00
40.818,-2516.00,-11152.00,-11672.00,-310.00,409.00,51.00
40.922,-2528.00,-11188.00,-11636.00,-393.00,392.00,15.00
41.022,-2516.00,-11152.00,-11628.00,-397.00,359.00,9.00
41.126,-2568.00,-11100.00,-11692.00,-403.00,382.00,9.00
41.230,-2480.00,-11076.00,-11632.00,-387.00,354.00,2.00
41.335,-2548.00,-11088.00,-11732.00,-413.00,382.00,24.00
41.438,-2608.00,-11112.00,-11840.00,-409.00,371.00,19.00
41.540,-2464.00,-11032.00,-11672.00,-412.00,368.00,9.00
41.643,-2536.00,-11052.00,-11676.00,-408.00,390.00,1.00
