Time,X-Gyro,Y-Gyro,Z-Gyro,X-Accel,Y-Accel,Z-Accel
40.824,12.00,-14040.00,-8784.00,-152.00,298.00,6.00
40.927,-36.00,-14156.00,-8676.00,-295.00,306.00,4.00
41.030,24.00,-14028.00,-8788.00,-310.00,304.00,15.00
41.134,16.00,-13980.00,-8764.00,-375.00,356.00,28.00
41.237,-64.00,-14044.00,-8784.00,-366.00,342.00,36.00
41.341,-96.00,-14040.00,-8512.00,-331.00,350.00,38.00
41.444,-196.00,-14104.00,-8740.00,-368.00,361.00,28.00
41.548,-68.00,-14124.00,-8780.00,-397.00,364.00,25.00
41.650,-36.00,-14084.00,-8740.00,-333.00,341.00,24.00
41.754,28.00,-14164.00,-8652.00,-286.00,328.00,40.00
41.857,-236.00,-13960.00,-8600.00,-368.00,301.00,24.00
41.960,-72.00,-14080.00,-8652.00,-410.00,328.00,-65.00
42.064,68.00,-14216.00,-8700.00,-338.00,344.00,47.00
42.167,-8.00,-14052.00,-8832.00,-385.00,360.00,33.00
42.271,-176.00,-14188.00,-8628.00,-505.00,349.00,26.00
42.374,-40.00,-14088.00,-8720.00,-328.00,332.00,18.00
42.477,0.00,-14036.00,-8556.00,-413.00,339.00,52.00
42.581,48.00,-14144.00,-8716.00,-333.00,326.00,16.00
42.684,24.00,-14092.00,-8688.00,-348.00,356.00,29.00
42.787,-64.00,-14152.00,-8796.00,-412.00,324.00,11.00
42.890,20.00,-14116.00,-8760.00,-300.00,342.00,8.00
42.993,-60.00,-14004.00,-8580.00,-443.00,349.00,-6.00
43.097,-48.00,-14036.00,-8736.00,-379.00,353.00,27.00
43.200,-84.00,-14188.00,-8612.00,-303.00,353.00,10.00
43.303,0.00,-14020.00,-8620.00,-358.00,365.00,30.00
43.407,-72.00,-14136.00,-8788.00,-336.00,319.00,31.00
43.510,-76.00,-14108.00,-8704.00,-354.00,345.00,5.00
43.613,60.00,-14092.00,-8708.00,-391.00,333.00,25.00
43.717,-68.00,-14100.00,-8612.00,-349.00,355.00,23.00
43.820,-84.00,-14076.00,-8464.00,-390.00,342.00,22.00
43.923,-12.00,-14120.00,-8572.00,-363.00,331.00,25.00
44.026,-12.00,-14152.00,-8536.00,-332.00,346.00,30.00
44.130,-40.00,-14140.00,-8620.00,-357.00,346.00,27.00
44.233,-64.00,-14020.00,-8556.00,-353.00,313.00,28.00
44.336,-20.00,-14088.00,-8604.00,-333.00,365.00,20.00
44.440,-96.00,-13972.00,-8672.00,-317.00,322.00,11.00
44.543,-84.00,-14104.00,-8608.00,-331.00,328.00,22.00
44.646,72.00,-14116.00,-8644.00,-337.00,351.00,18.00
44.750,-92.00,-14236.00,-8608.00,-355.00,329.00,44.00
44.853,0.00,-14128.00,-8596.00,-376.00,347.00,24.00
44.957,-44.00,-14112.00,-8504.00,-366.00,355.00,23.00
45.060,-32.00,-14140.00,-8664.00,-323.00,315.00,26.00
45.163,-32.00,-14136.00,-8556.00,-326.00,350.00,2.00
45.266,12.00,-14140.00,-8676.00,-397.00,328.00,9.00
45.370,-52.00,-14120.00,-8480.00,-383.00,363.00,18.00
45.473,-28.00,-14172.00,-8652.00,-254.00,322.00,26.00
45.577,20.00,-14140.00,-8636.00,-286.00,340.00,10.00
45.680,-16.00,-14200.00,-8684.00,-312.00,330.00,9.00
45.784,8.00,-14196.00,-8572.00,-302.00,324.00,26.00
45.886,16.00,-14180.00,-8612.00,-355.00,321.00,7.00
45.989,-40.00,-14132.00,-8568.00,-401.00,325.00,19.00
46.092,-52.00,-14160.00,-8620.00,-432.00,353.00,-6.00
46.196,-40.00,-14168.00,-8404.00,-296.00,324.00,5.00
46.299,28.00,-14136.00,-8540.00,-218.00,341.00,-9.00
46.403,-12.00,-14168.00,-8548.00,-478.00,337.00,10.00
46.506,28.00,-14152.00,-8416.00,-436.00,323.00,24.00
46.610,108.00,-14168.00,-8588.00,-427.00,344.00,9.00
46.712,28.00,-14128.00,-8532.00,-335.00,325.00,25.00
46.816,-48.00,-14068.00,-8536.00,-350.00,358.00,27.00
46.920,-16.00,-14172.00,-8468.00,-367.00,350.00,12.00
47.022,-20.00,-14076.00,-8620.00,-396.00,338.00,19.00
47.126,52.00,-14188.00,-8552.00,-387.00,355.00,34.00
47.229,-48.00,-14172.00,-8564.00,-417.00,324.00,5.00
47.332,84.00,-14156.00,-8424.00,-380.00,343.00,10.00
47.436,0.00,-14024.00,-8584.00,-325.00,335.00,37.00
47.539,-40.00,-14280.00,-8356.00,-327.00,367.00,30.00
47.642,20.00,-14228.00,-8348.00,-357.00,360.00,20.00
47.746,-72.00,-14192.00,-8404.00,-349.00,354.00,17.00
47.849,136.00,-14284.00,-8504.00,-374.00,347.00,18.00
47.952,12.00,-14152.00,-8524.00,-351.00,354.00,19.00
48.056,-28.00,-14156.00,-8504.00,-376.00,324.00,10.00
48.159,24.00,-14092.00,-8504.00,-353.00,333.00,0.00
48.262,-28.00,-14176.00,-8492.00,-358.00,349.00,16.00
48.365,36.00,-14332.00,-8568.00,-333.00,336.00,-28.00
48.469,136.00,-14072.00,-8308.00,-357.00,389.00,36.00
48.572,44.00,-14192.00,-8500.00,-446.00,388.00,-30.00
48.676,108.00,-14168.00,-8504.00,-399.00,362.00,28.00
48.779,-4.00,-14132.00,-8392.00,-147.00,364.00,73.00
48.882,56.00,-14340.00,-8516.00,-360.00,373.00,32.00
48.985,80.00,-14188.00,-8452.00,-213.00,339.00,47.00
49.088,40.00,-14236.00,-8512.00,-303.00,366.00,7.00
49.191,4.00,-14288.00,-8460.00,-365.00,331.00,9.00
49.295,24.00,-14180.00,-8544.00,-391.00,350.00,14.00
49.398,84.00,-14196.00,-8580.00,-365.00,330.00,2.00
49.502,64.00,-14472.00,-8596.00,-554.00,356.00,-76.00
49.606,28.00,-14196.00,-8436.00,-358.00,318.00,33.00
49.709,-44.00,-14156.00,-8464.00,-311.00,351.00,25.00
49.812,76.00,-14232.00,-8488.00,-463.00,361.00,-18.00
49.915,32.00,-14244.00,-8404.00,-566.00,333.00,-2.00
50.018,4.00,-14132.00,-8512.00,-356.00,335.00,21.00
50.122,144.00,-14292.00,-8388.00,-334.00,350.00,28.00
50.225,24.00,-14208.00,-8420.00,-302.00,354.00,34.00
50.328,60.00,-14156.00,-8588.00,-292.00,341.00,13.00
50.432,-20.00,-14192.00,-8308.00,-321.00,368.00,21.00
50.535,60.00,-14224.00,-8428.00,-342.00,350.00,39.00
50.639,104.00,-14204.00,-8400.00,-308.00,384.00,29.00
50.742,60.00,-14276.00,-8416.00,-272.00,328.00,35.00
50.845,60.00,-14252.00,-8400.00,-497.00,348.00,-7.00
50.949,88.00,-14172.00,-8608.00,-479.00,323.00,-11.00
51.052,104.00,-14252.00,-8348.00,-484.00,323.00,-18.00
51.155,28.00,-14116.00,-8492.00,-451.00,355.00,33.00
51.258,112.00,-14088.00,-8500.00,-400.00,346.00,40.00
51.362,36.00,-14312.00,-8484.00,-400.00,349.00,10.00
51.465,-80.00,-14232.00,-8464.00,-354.00,341.00,1.00
51.568,164.00,-14180.00,-8448.00,-344.00,355.00,28.00
51.671,40.00,-14140.00,-8504.00,-366.00,342.00,8.00
51.775,-4.00,-14224.00,-8532.00,-333.00,327.00,16.00
51.878,-8.00,-14164.00,-8520.00,-435.00,337.00,0.00
51.981,16.00,-14268.00,-8376.00,-379.00,339.00,3.00
52.085,52.00,-14272.00,-8288.00,-385.00,329.00,7.00
52.188,120.00,-14132.00,-8320.00,-394.00,332.00,19.00
52.291,120.00,-14260.00,-8400.00,-410.00,316.00,18.00
52.394,64.00,-14220.00,-8436.00,-434.00,334.00,13.00
52.498,-36.00,-14232.00,-8484.00,-392.00,325.00,8.00
52.601,96.00,-14332.00,-8368.00,-404.00,359.00,11.00
52.705,100.00,-14228.00,-8252.00,-381.00,340.00,33.00
52.808,200.00,-14240.00,-8444.00,-420.00,323.00,23.00
52.911,-20.00,-14304.00,-8308.00,-403.00,359.00,17.00
53.014,24.00,-14264.00,-8512.00,-357.00,355.00,6.00
53.118,48.00,-14192.00,-8340.00,-405.00,339.00,25.00
53.221,32.00,-14216.00,-8492.00,-337.00,340.00,22.00
53.324,224.00,-14364.00,-8508.00,-349.00,356.00,22.00
53.428,108.00,-14164.00,-8404.00,-380.00,347.00,46.00
53.531,116.00,-14228.00,-8404.00,-354.00,321.00,24.00
53.635,68.00,-14268.00,-8436.00,-357.00,353.00,18.00
53.738,172.00,-14160.00,-8372.00,-385.00,347.00,0.00
53.841,96.00,-14276.00,-8420.00,-350.00,325.00,10.00
53.945,52.00,-14240.00,-8404.00,-441.00,352.00,27.00
54.048,48.00,-14216.00,-8392.00,-355.00,318.00,11.00
54.152,60.00,-14300.00,-8336.00,-461.00,338.00,25.00
54.255,52.00,-14164.00,-8456.00,-390.00,372.00,7.00
54.358,164.00,-14320.00,-8344.00,-343.00,343.00,42.00
54.461,12.00,-14220.00,-8368.00,-315.00,355.00,22.00
54.564,72.00,-14324.00,-8392.00,-333.00,323.00,22.00
54.668,60.00,-14216.00,-8264.00,-337.00,345.00,19.00
54.771,136.00,-14228.00,-8448.00,-372.00,359.00,10.00
54.875,60.00,-14284.00,-8308.00,-466.00,331.00,-20.00
54.978,64.00,-14224.00,-8424.00,-362.00,332.00,30.00
55.081,120.00,-14260.00,-8400.00,-384.00,331.00,8.00
55.184,176.00,-14188.00,-8340.00,-359.00,347.00,17.00
55.288,156.00,-14328.00,-8424.00,-354.00,329.00,24.00
55.391,124.00,-14324.00,-8288.00,-348.00,314.00,20.00
55.495,168.00,-14292.00,-8296.00,-420.00,322.00,19.00
55.598,84.00,-14228.00,-8412.00,-417.00,360.00,28.00
55.701,100.00,-14188.00,-8348.00,-460.00,353.00,-5.00
55.805,152.00,-14264.00,-8480.00,-402.00,332.00,12.00
55.908,52.00,-14260.00,-8372.00,-370.00,337.00,21.00
56.011,68.00,-14268.00,-8252.00,-422.00,343.00,22.00
56.114,152.00,-14292.00,-8240.00,-343.00,297.00,21.00
56.218,20.00,-14300.00,-8396.00,-288.00,349.00,17.00
56.321,188.00,-14208.00,-8492.00,-355.00,318.00,37.00
56.425,48.00,-14316.00,-8460.00,-346.00,329.00,31.00
56.528,136.00,-14300.00,-8100.00,-351.00,341.00,-1.00
56.631,104.00,-14384.00,-8372.00,-362.00,320.00,16.00
56.734,12.00,-14236.00,-8428.00,-369.00,348.00,19.00
56.837,80.00,-14344.00,-8240.00,-379.00,348.00,23.00
56.941,52.00,-14332.00,-8260.00,-400.00,315.00,22.00
57.045,116.00,-14416.00,-8208.00,-402.00,332.00,27.00
57.148,176.00,-14272.00,-8268.00,-384.00,323.00,9.00
57.251,116.00,-14244.00,-8144.00,-384.00,340.00,36.00
57.355,152.00,-14312.00,-8336.00,-334.00,347.00,15.00
57.458,172.00,-14220.00,-8328.00,-327.00,358.00,18.00
57.562,124.00,-14264.00,-8268.00,-364.00,338.00,-1.00
57.665,88.00,-14240.00,-8412.00,-380.00,329.00,12.00
57.768,168.00,-14220.00,-8364.00,-350.00,339.00,4.00
57.871,272.00,-14296.00,-8364.00,-374.00,337.00,32.00
57.975,140.00,-14360.00,-8192.00,-331.00,356.00,-1.00
58.078,108.00,-14268.00,-8332.00,-331.00,344.00,22.00
58.181,104.00,-14272.00,-8256.00,-272.00,305.00,9.00
58.285,108.00,-14244.00,-8368.00,-333.00,341.00,18.00
58.388,60.00,-14332.00,-8300.00,-388.00,320.00,34.00
58.491,168.00,-14260.00,-8356.00,-347.00,336.00,11.00
58.594,124.00,-14292.00,-8280.00,-358.00,345.00,19.00
58.698,164.00,-14228.00,-8360.00,-388.00,340.00,32.00
58.801,188.00,-14348.00,-8448.00,-358.00,347.00,-10.00
58.905,172.00,-14320.00,-8336.00,-387.00,353.00,34.00
59.008,48.00,-14344.00,-8240.00,-359.00,342.00,26.00
59.111,104.00,-14288.00,-8356.00,-325.00,367.00,15.00
59.215,152.00,-14308.00,-8440.00,-348.00,344.00,16.00
59.318,136.00,-14248.00,-8388.00,-350.00,336.00,3.00
59.421,104.00,-14372.00,-8156.00,-345.00,346.00,8.00
59.525,124.00,-14268.00,-8232.00,-386.00,356.00,16.00
59.628,152.00,-14336.00,-8368.00,-382.00,336.00,-5.00
59.731,120.00,-14260.00,-8432.00,-397.00,345.00,27.00
59.835,152.00,-14292.00,-8252.00,-323.00,329.00,10.00
59.938,148.00,-14332.00,-8156.00,-363.00,346.00,4.00
60.041,152.00,-14296.00,-8312.00,-366.00,351.00,18.00
